debators,order,party,speaker,line,response
clinton-trump,3,moderator,wallace,64,well?
clinton-trump,3,republican,trump,65,"that was a great pivot off the fact that she wants open borders, ok? how did we get on to putin?"
clinton-trump,3,moderator,wallace,66,"hold on—hold on, wait. hold on, folks. because we—this is going to end up getting out of control. let’s try to keep it quiet so—for the candidates and for the american people."
clinton-trump,3,republican,trump,67,so just to finish on the borders…
clinton-trump,3,moderator,wallace,68,yes?
clinton-trump,3,republican,trump,69,"she wants open borders. people are going to pour into our country. people are going to come in from syria. she wants 550 percent more people than barack obama, and he has thousands and thousands of people. they have no idea where they come from. and you see, we are going to stop radical islamic terrorism in this country. she won’t even mention the words, and neither will president obama. so i just want to tell you, she wants open borders. now we can talk about putin. i don’t know putin. he said nice things about me. if we got along well, that would be good. if russia and the united states got along well and went after isis, that would be good. he has no respect for her. he has no respect for our president. and i’ll tell you what: we’re in very serious trouble, because we have a country with tremendous numbers of nuclear warheads—1,800, by the way—where they expanded and we didn’t, 1,800 nuclear warheads. and she’s playing chicken. look, putin…"
clinton-trump,3,moderator,wallace,70,"wait, but…"
clinton-trump,3,republican,trump,71,"… from everything i see, has no respect for this person."
clinton-trump,3,democrat,hillary clinton,72,"well, that’s because he’d rather have a puppet as president of the united states."
clinton-trump,3,republican,trump,73,no puppet. no puppet.
clinton-trump,3,democrat,hillary clinton,74,and it’s pretty clear…
clinton-trump,3,republican,trump,75,you’re the puppet!
clinton-trump,3,democrat,hillary clinton,76,it’s pretty clear you won’t admit…
clinton-trump,3,republican,trump,77,"no, you’re the puppet."
clinton-trump,3,democrat,hillary clinton,78,"… that the russians have engaged in cyberattacks against the united states of america, that you encouraged espionage against our people, that you are willing to spout the putin line, sign up for his wish list, break up nato, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race. so i think that this is such an unprecedented situation. we’ve never had a foreign government trying to interfere in our election. we have 17—17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the kremlin and they are designed to influence our election. i find that deeply disturbing."
clinton-trump,3,moderator,wallace,79,secretary clinton…
clinton-trump,3,democrat,hillary clinton,80,and i think it’s time you take a stand…
clinton-trump,3,republican,trump,81,"she has no idea whether it’s russia, china, or anybody else."
clinton-trump,3,democrat,hillary clinton,82,i am not quoting myself.
clinton-trump,3,republican,trump,83,she has no idea.
clinton-trump,3,democrat,hillary clinton,84,i am quoting 17…
clinton-trump,3,republican,trump,85,"hillary, you have no idea."
clinton-trump,3,democrat,hillary clinton,86,… 17 intelligence—do you doubt 17 military and civilian…
clinton-trump,3,republican,trump,87,and our country has no idea.
clinton-trump,3,democrat,hillary clinton,88,… agencies.
clinton-trump,3,republican,trump,89,"yeah, i doubt it. i doubt it."
clinton-trump,3,democrat,hillary clinton,90,"well, he’d rather believe vladimir putin than the military and civilian intelligence professionals who are sworn to protect us. i find that just absolutely…[crosstalk]"
clinton-trump,3,republican,trump,91,she doesn’t like putin because putin has outsmarted her at every step of the way.
clinton-trump,3,moderator,wallace,92,mr. trump…
clinton-trump,3,republican,trump,93,excuse me. putin has outsmarted her in syria.
clinton-trump,3,moderator,wallace,94,mr. trump…[crosstalk]
clinton-trump,3,republican,trump,95,he’s outsmarted her every step of the way.
clinton-trump,3,moderator,wallace,96,"i’m not a potted plant here, i do get to ask some questions."
clinton-trump,3,republican,trump,97,"yes, that’s fine."
clinton-trump,3,moderator,wallace,98,"and i would like to ask you this direct question. the top national security officials of this country do believe that russia has been behind these hacks. even if you don’t know for sure whether they are, do you condemn any interference by russia in the american election?"
clinton-trump,3,republican,trump,99,by russia or anybody else.
clinton-trump,3,moderator,wallace,100,you condemn their interference?
clinton-trump,3,republican,trump,101,of course i condemn. of course i—i don’t know putin. i have no idea.
clinton-trump,3,moderator,wallace,102,i’m not asking—i’m asking do you condemn?
clinton-trump,3,republican,trump,103,"i never met putin. this is not my best friend. but if the united states got along with russia, wouldn’t be so bad. let me tell you, putin has outsmarted her and obama at every single step of the way. whether it’s syria, you name it. missiles. take a look at the “startup” that they signed. the russians have said, according to many, many reports, i can’t believe they allowed us to do this. they create warheads, and we can’t. the russians can’t believe it. she has been outsmarted by putin. and all you have to do is look at the middle east. they’ve taken over. we’ve spent $6 trillion. they’ve taken over the middle east. she has been outsmarted and outplayed worse than anybody i’ve ever seen in any government whatsoever."
clinton-trump,3,moderator,wallace,104,"we’re a long way away from immigration, but i’m going to let you finish this topic. you got about 45 seconds."
clinton-trump,3,republican,trump,105,and she always will be.
clinton-trump,3,democrat,hillary clinton,106,"i—i find it ironic that he’s raising nuclear weapons. this is a person who has been very cavalier, even casual about the use of nuclear weapons. he’s…"
clinton-trump,3,republican,trump,107,wrong.
clinton-trump,3,democrat,hillary clinton,108,"… advocated more countries getting them, japan, korea, even saudi arabia. he said, well, if we have them, why don’t we use them, which i think is terrifying. but here’s the deal. the bottom line on nuclear weapons is that when the president gives the order, it must be followed. there’s about four minutes between the order being given and the people responsible for launching nuclear weapons to do so. and that’s why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust donald trump with the nuclear codes or to have his finger on the nuclear button."
clinton-trump,3,republican,trump,109,i have 200 generals…
clinton-trump,3,moderator,wallace,110,very quickly.
clinton-trump,3,republican,trump,111,"… and admirals, 21 endorsing me, 21 congressional medal of honor recipients. as far as japan and other countries, we are being ripped off by everybody in the—we’re defending other countries. we are spending a fortune doing it. they have the bargain of the century. all i said is, we have to renegotiate these agreements, because our country cannot afford to defend saudi arabia, japan, germany, south korea, and many other places. we cannot continue to afford—she took that as saying nuclear weapons."
clinton-trump,3,moderator,wallace,112,ok.
clinton-trump,3,republican,trump,113,"look, she’s been proven to be a liar on so many different ways. this is just another lie."
clinton-trump,3,democrat,hillary clinton,114,"well, i’m just quoting you when you were asked…"
clinton-trump,3,republican,trump,115,there’s no quote. you’re not going to find a quote from me.
clinton-trump,3,democrat,hillary clinton,116,"… about a potential nuclear—nuclear competition in asia, you said, you know, go ahead, enjoy yourselves, folks. that kind…"
clinton-trump,3,republican,trump,117,and defend yourselves.
clinton-trump,3,democrat,hillary clinton,118,… of language—well…
clinton-trump,3,republican,trump,119,and defend yourselves. i didn’t say nuclear. and defend yourself.
clinton-trump,3,democrat,hillary clinton,120,"the united states has kept the peace—the united states has kept the peace through our alliances. donald wants to tear up our alliances. i think it makes the world safer and, frankly, it makes the united states safer. i would work with our allies in asia, in europe, in the middle east, and elsewhere. that’s the only way we’re going to be able to keep the peace."
clinton-trump,3,moderator,wallace,121,"we’re going to—no, we are going to move on to the next topic, which is the economy. and i hope we handle that as well as we did immigration. you also have very different ideas about how to get the economy growing faster. secretary clinton, in your plan, government plays a big role. you see more government spending, more entitlements, more tax credits, more tax penalties. mr. trump, you want to get government out with lower taxes and less regulation."
clinton-trump,3,republican,trump,122,yes.
clinton-trump,3,moderator,wallace,123,"we’re going to drill down into this a little bit more. but in this overview, please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent’s plan will not. in this round, you go first, secretary clinton."
clinton-trump,3,democrat,hillary clinton,124,"well, i think when the middle class thrives, america thrives. and so my plan is based on growing the economy, giving middle-class families many more opportunities. i want us to have the biggest jobs program since world war ii, jobs in infrastructure and advanced manufacturing. i think we can compete with high-wage countries, and i believe we should. new jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses. i want us to do more to help small business. that’s where two-thirds of the new jobs are going to come from. i want us to raise the national minimum wage, because people who live in poverty should not—who work full-time should not still be in poverty. and i sure do want to make sure women get equal pay for the work we do. i feel strongly that we have to have an education system that starts with preschool and goes through college. that’s why i want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future. i want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that i worked on with bernie sanders is enacted. and we’re going to work hard to make sure that it is, because we are going to go where the money is. most of the gains in the last years since the great recession have gone to the very top. so we are going to have the wealthy pay their fair share. we’re going to have corporations make a contribution greater than they are now to our country. that is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs. by contrast, donald’s plan has been analyzed to conclude it might lose 3.5 million jobs. why? because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickle-down economics on steroids. so the plan i have i think will actually produce greater opportunities. the plan he has will cost us jobs and possibly lead to another great recession."
clinton-trump,3,moderator,wallace,125,"secretary, thank you. mr. trump, why will your plan create more jobs and growth than secretary clinton’s?"
clinton-trump,3,republican,trump,126,"well, first of all, before i start on my plan, her plan is going to raise taxes and even double your taxes. her tax plan is a disaster. and she can say all she wants about college tuition. and i’m a big proponent. we’re going to do a lot of things for college tuition. but the rest of the public’s going to be paying for it. we will have a massive, massive tax increase under hillary clinton’s plan. but i’d like to start off where we left, because when i said japan and germany, and i’m—not to single them out, but south korea, these are very rich, powerful countries. saudi arabia, nothing but money. we protect saudi arabia. why aren’t they paying? she immediately—when she heard this, i questioned it, and i questioned nato. why aren’t the nato questioned—why aren’t they paying? because they weren’t paying. since i did this—this was a year ago—all of a sudden, they’re paying. and i’ve been given a lot—a lot of credit for it. all of a sudden, they’re starting to pay up. they have to pay up. we’re protecting people, they have to pay up. and i’m a big fan of nato. but they have to pay up. she comes out and said, we love our allies, we think our allies are great. well, it’s awfully hard to get them to pay up when you have somebody saying we think how great they are. we have to tell japan in a very nice way, we have to tell germany, all of these countries, south korea, we have to say, you have to help us out. we have, during his regime, during president obama’s regime, we’ve doubled our national debt. we’re up to $20 trillion. so my plan—we’re going to renegotiate trade deals. we’re going to have a lot of free trade. we’re going to have free trade, more free trade than we have right now. but we have horrible deals. our jobs are being taken out by the deal that her husband signed, nafta, one of the worst deals ever. our jobs are being sucked out of our economy. you look at all of the places that i just left, you go to pennsylvania, you go to ohio, you go to florida, you go to any of them. you go upstate new york. our jobs have fled to mexico and other places. we’re bringing our jobs back. i am going to renegotiate nafta. and if i can’t make a great deal—then we’re going to terminate nafta and we’re going to create new deals. we’re going to have trade, but we’re going—we’re going to terminate it, we’re going to make a great trade deal. and if we can’t, we’re going to do it—we’re going to go a separate way, because it has been a disaster. we are going to cut taxes massively. we’re going to cut business taxes massively. they’re going to start hiring people. we’re going to bring the $2.5 trillion…"
clinton-trump,3,moderator,wallace,127,"time, mr. trump."
clinton-trump,3,republican,trump,128,"… that’s offshore back into the country. we are going to start the engine rolling again, because…"
clinton-trump,3,moderator,wallace,129,mr. trump?
clinton-trump,3,republican,trump,130,"… right now, our country is dying at 1 percent gdp."
clinton-trump,3,democrat,hillary clinton,131,"well, let me translate that, if i can, chris, because…"
clinton-trump,3,republican,trump,132,you can’t.
clinton-trump,3,democrat,hillary clinton,133,"… the fact is, he’s going to advocate for the largest tax cuts we’ve ever seen, three times more than the tax cuts under the bush administration. i have said repeatedly throughout this campaign: i will not raise taxes on anyone making $250,000 or less. i also will not add a penny to the debt. i have costed out what i’m going to do. he will, through his massive tax cuts, add $20 trillion to the debt. well, he mentioned the debt. we know how to get control of the debt. when my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt. when president obama came into office, he inherited the worst economic disaster since the great depression. he has cut the deficit by two-thirds. so, yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people. so i do have investments, investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead. that’s the kind of approach that will work."
clinton-trump,3,moderator,wallace,134,secretary…
clinton-trump,3,democrat,hillary clinton,135,"cutting taxes on the wealthy, we’ve tried that. it has not worked the way that it has been promised."
clinton-trump,3,moderator,wallace,136,"secretary clinton, i want to pursue your plan, because in many ways it is similar to the obama stimulus plan in 2009, which has led to the slowest gdp growth since 1949."
clinton-trump,3,republican,trump,137,correct.
clinton-trump,3,moderator,wallace,138,"thank you, sir. you told me in july when we spoke that the problem is that president obama didn’t get to do enough in what he was trying to do with his stimulus. so is your plan basically more—even more of the obama stimulus?"
clinton-trump,3,democrat,hillary clinton,139,"well, it’s a combination, chris. and let me say that when you inherit the level of economic catastrophe that president obama inherited, it was a real touch-and-go situation. i was in the senate before i became secretary of state. i’ve never seen people as physically distraught as the bush administration team was because of what was happening to the economy. i personally believe that the steps that president obama took saved the economy. he doesn’t get the credit he deserves for taking some very hard positions. but it was a terrible recession. so now we’ve dug ourselves out of it, we’re standing, but we’re not yet running. so what i am proposing is that we invest from the middle out and the ground up, not the top down. that is not going to work. that’s why what i have put forward doesn’t add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs. we’re beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs. we’ve got to do more to get the whole economy moving, and that’s what i believe i will be able to do."
clinton-trump,3,moderator,wallace,140,"mr. trump, even conservative economists who have looked at your plan say that the numbers don’t add up, that your idea, and you’ve talked about 25 million jobs created, 4 percent…"
clinton-trump,3,republican,trump,141,over a 10-year period.
clinton-trump,3,moderator,wallace,142,"… growth is unrealistic. and they say—you talk a lot about growing the energy industry. they say with oil prices as low as they are right now, that’s unrealistic, as well. your response, sir?"
clinton-trump,3,republican,trump,143,"so i just left some high representatives of india. they’re growing at 8 percent. china is growing at 7 percent. and that for them is a catastrophically low number. we are growing—our last report came out—and it’s right around the 1 percent level. and i think it’s going down. last week, as you know, the end of last week, they came out with an anemic jobs report. a terrible jobs report. in fact i said, is that the last jobs report before the election? because if it is, i should win easily, it was so bad. the report was so bad. look, our country is stagnant. we’ve lost our jobs. we’ve lost our businesses. we’re not making things anymore, relatively speaking. our product is pouring in from china, pouring in from vietnam, pouring in from all over the world. i’ve visited so many communities. this has been such an incredible education for me, chris. i’ve gotten to know so many—i’ve developed so many friends over the last year. and they cry when they see what’s happened. i pass factories that were thriving 20, 25 years ago, and because of the bill that her husband signed and she blessed 100 percent, it is just horrible what’s happened to these people in these communities. now, she can say that her husband did well, but, boy, did they suffer as nafta kicked in, because it didn’t really kick in very much, but it kicked in after they left. boy, did they suffer. that was one of the worst things that’s ever been signed by our country. now she wants to sign trans-pacific partnership. and she wants it. she lied when she said she didn’t call it the gold standard in one of the debates. she totally lied. she did call it the gold standard. and they actually fact-checked, and they said i was right. i was so honored."
clinton-trump,3,moderator,wallace,144,"i want you to give you a chance to briefly speak to that, and then i want to pivot to one-sixth of the economy…"
clinton-trump,3,republican,trump,145,and that will be as bad as nafta.
clinton-trump,3,moderator,wallace,146,"… which is obamacare. but go ahead, briefly."
clinton-trump,3,democrat,hillary clinton,147,"well, first, let me say, number one, when i saw the final agreement for tpp, i said i was against it. it didn’t meet my test. i’ve had the same test. does it create jobs, raise incomes, and further our national security? i’m against it now. i’ll be against it after the election. i’ll be against it when i’m president. there’s only one of us on this stage who’s actually shipped jobs to mexico, because that’s donald. he’s shipped jobs to 12 countries, including mexico. but he mentioned china. and, you know, one of the biggest problems we have with china is the illegal dumping of steel and aluminum into our markets. i have fought against that as a senator. i’ve stood up against it as secretary of state. donald has bought chinese steel and aluminum. in fact, the trump hotel right here in las vegas was made with chinese steel. so he goes around with crocodile tears about how terrible it is, but he has given jobs to chinese steelworkers, not american steelworkers."
clinton-trump,3,moderator,wallace,148,mr. trump?
clinton-trump,3,democrat,hillary clinton,149,that’s the kind of approach that is just not going to work.
clinton-trump,3,republican,trump,150,"well, let me just say—let me just say."
clinton-trump,3,democrat,hillary clinton,151,"we’re going to pull the country together. we’re going to have trade agreements that we enforce. that’s why i’m going to have a trade prosecutor for the first time in history. and we’re going to enforce those agreements, and we’re going to look for businesses to help us by buying american products."
clinton-trump,3,moderator,wallace,152,"secretary clinton? go ahead, mr. trump."
clinton-trump,3,republican,trump,153,"i ask a simple question. she’s been doing this for 30 years. why the hell didn’t you do it over the last 15, 20 years?"
clinton-trump,3,democrat,hillary clinton,154,"no, i voted."
clinton-trump,3,republican,trump,155,"you were very much involved—excuse me. my turn. you were very much involved in every aspect of this country. very much. and you do have experience. i say the one thing you have over me is experience, but it’s bad experience, because what you’ve done has turned out badly. for 30 years, you’ve been in a position to help, and if you say that i use steel or i use something else, i—make it impossible for me to do that. i wouldn’t mind. the problem is, you talk, but you don’t get anything done, hillary. you don’t. just like when you ran the state department, $6 billion was missing. how do you miss $6 billion? you ran the state department, $6 billion was either stolen. they don’t know. it’s gone, $6 billion. if you become president, this country is going to be in some mess. believe me."
clinton-trump,3,democrat,hillary clinton,156,"well, first of all, what he just said about the state department is not only untrue, it’s been debunked numerous times. but i think it’s really an important issue. he raised the 30 years of experience, so let me just talk briefly about that. you know, back in the 1970s, i worked for the children’s defense fund. and i was taking on discrimination against african-american kids in schools. he was getting sued by the justice department for racial discrimination in his apartment buildings. in the 1980s, i was working to reform the schools in arkansas. he was borrowing $14 million from his father to start his businesses. in the 1990s, i went to beijing and i said women’s rights are human rights. he insulted a former miss universe, alicia machado, called her an eating machine."
clinton-trump,3,republican,trump,157,give me a break.
clinton-trump,3,democrat,hillary clinton,158,"and on the day when i was in the situation room, monitoring the raid that brought osama bin laden to justice, he was hosting the “celebrity apprentice.” so i’m happy to compare my 30 years of experience, what i’ve done for this country, trying to help in every way i could, especially kids and families get ahead and stay ahead, with your 30 years, and i’ll let the american people make that decision."
clinton-trump,3,republican,trump,159,"well, i think i did a much better job. i built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars. i started with a $1 million loan. i agree with that. it’s a $1 million loan. but i built a phenomenal company. and if we could run our country the way i’ve run my company, we would have a country that you would be so proud of. you would even be proud of it. and frankly, when you look at her real record, take a look at syria. take a look at the migration. take a look at libya. take a look at iraq. she gave us isis, because her and obama created this huge vacuum, and a small group came out of that huge vacuum because when—we should have never been in iraq, but once we were there, we should have never got out the way they wanted to get out. she gave us isis as sure as you are sitting there. and what happened is now isis is in 32 countries. and now i listen how she’s going to get rid of isis. she’s going to get rid of nobody."
clinton-trump,3,moderator,wallace,160,"all right. we are going to get to foreign hot spots in a few moments, but the next segment is fitness to be president of the united states. mr. trump, at the last debate, you said your talk about grabbing women was just that, talk, and that you’d never actually done it. and since then, as we all know, nine women have come forward and said that you either groped them or kissed them without their consent. why would so many different women from so many different circumstances over so many different years, why would they all in this last couple of weeks make up—you deny this—why would they all make up these stories? and, since this is a question for both of you, secretary clinton, mr. trump says what your husband did and that you defended was even worse. mr. trump, you go first."
clinton-trump,3,republican,trump,161,"well, first of all, those stories have been largely debunked. those people—i don’t know those people. i have a feeling how they came. i believe it was her campaign that did it. just like if you look at what came out today on the clips where i was wondering what happened with my rally in chicago and other rallies where we had such violence? she’s the one and obama that caused the violence. they hired people—they paid them $1,500, and they’re on tape saying be violent, cause fights, do bad things. i would say the only way—because those stories are all totally false, i have to say that. and i didn’t even apologize to my wife, who’s sitting right here, because i didn’t do anything. i didn’t know any of these—i didn’t see these women. these women—the woman on the plane, the—i think they want either fame or her campaign did it. and i think it’s her campaign. because what i saw what they did, which is a criminal act, by the way, where they’re telling people to go out and start fist-fights and start violence. and i’ll tell you what, in particular in chicago, people were hurt and people could have been killed in that riot. and that was now all on tape, started by her. i believe, chris, that she got these people to step forward. if it wasn’t, they get their 10 minutes of fame. but they were all totally—it was all fiction. it was lies, and it was fiction."
clinton-trump,3,democrat,hillary clinton,162,well…
clinton-trump,3,moderator,wallace,163,secretary clinton?
clinton-trump,3,democrat,hillary clinton,164,"at the last debate, we heard donald talking about what he did to women. and after that, a number of women have come forward saying that’s exactly what he did to them. now, what was his response? well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted."
clinton-trump,3,republican,trump,165,i did not say that. i did not say that.
clinton-trump,3,democrat,hillary clinton,166,"in fact, he went on to say…"
clinton-trump,3,moderator,wallace,167,"her two minutes—sir, her two minutes. her two minutes."
clinton-trump,3,republican,trump,168,i did not say that.
clinton-trump,3,moderator,wallace,169,it’s her two minutes.
clinton-trump,3,democrat,hillary clinton,170,"he went on to say, “look at her. i don’t think so.” about another woman, he said, “that wouldn’t be my first choice.” he attacked the woman reporter writing the story, called her “disgusting,” as he has called a number of women during this campaign. donald thinks belittling women makes him bigger. he goes after their dignity, their self-worth, and i don’t think there is a woman anywhere who doesn’t know what that feels like. so we now know what donald thinks and what he says and how he acts toward women. that’s who donald is. i think it’s really up to all of us to demonstrate who we are and who our country is, and to stand up and be very clear about what we expect from our next president, how we want to bring our country together, where we don’t want to have the kind of pitting of people one against the other, where instead we celebrate our diversity, we lift people up, and we make our country even greater. america is great, because america is good. and it really is up to all of us to make that true, now and in the future, and particularly for our children and our grandchildren."
clinton-trump,3,moderator,wallace,171,mr. trump…
clinton-trump,3,republican,trump,172,nobody has more respect for women than i do. nobody. [laughter] nobody has more respect…
clinton-trump,3,moderator,wallace,173,"please, everybody."
clinton-trump,3,republican,trump,174,"and frankly, those stories have been largely debunked. and i really want to just talk about something slightly different. she mentions this, which is all fiction, all fictionalized, probably or possibly started by her and her very sleazy campaign. but i will tell you what isn’t fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the united states congress. what happened to the fbi, i don’t know. we have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the fbi. one lie. she’s lied hundreds of times to the people, to congress, and to the fbi. he’s going to probably go to jail. this is a four-star general. and she gets away with it, and she can run for the presidency of the united states? that’s really what you should be talking about, not fiction, where somebody wants fame or where they come out of her crooked campaign."
clinton-trump,3,moderator,wallace,175,secretary clinton?
clinton-trump,3,democrat,hillary clinton,176,"well, every time donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility. and it’s not just about women. he never apologizes or says he’s sorry for anything. so we know what he has said and what he’s done to women. but he also went after a disabled reporter, mocked and mimicked him on national television."
clinton-trump,3,republican,trump,177,wrong.
clinton-trump,3,democrat,hillary clinton,178,"he went after mr. and mrs. khan, the parents of a young man who died serving our country, a gold star family, because of their religion. he went after john mccain, a prisoner of war, said he prefers “people who aren’t captured.” he went after a federal judge, born in indiana, but who donald said couldn’t be trusted to try the fraud and racketeering case against trump university because his parents were mexican. so it’s not one thing. this is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies. that is not who america is. and i hope that as we move in the last weeks of this campaign, more and more people will understand what’s at stake in this election. it really does come down to what kind of country we are going to have."
clinton-trump,3,republican,trump,179,"so sad when she talks about violence at my rallies, and she caused the violence. it’s on tape."
clinton-trump,3,moderator,wallace,180,during the last…
clinton-trump,3,republican,trump,181,"the other things are false, but honestly, i’d love to talk about getting rid of isis, and i’d love to talk about other things…"
clinton-trump,3,moderator,wallace,182,ok.
clinton-trump,3,republican,trump,183,"… but those other charges, as she knows, are false."
clinton-trump,3,moderator,wallace,184,"in this bucket about fitness to be president, there’s been a lot of developments over the last 10 days since the last debate. i’d like to ask you about them. these are questions that the american people have. secretary clinton, during your 2009 senate confirmation hearing, you promised to avoid even the appearance of a conflict of interest with your dealing with the clinton foundation while you were secretary of state, but e-mails show that donors got special access to you. those seeking grants for haiti relief were considered separately from non-donors, and some of those donors got contracts, government contracts, taxpayer money. can you really say that you kept your pledge to that senate committee? and why isn’t what happened and what went on between you and the clinton foundation, why isn’t it what mr. trump calls pay to play?"
clinton-trump,3,democrat,hillary clinton,185,"well, everything i did as secretary of state was in furtherance of our country’s interests and our values. the state department has said that. i think that’s been proven. but i am happy, in fact i’m thrilled to talk about the clinton foundation, because it is a world-renowned charity and i am so proud of the work that it does. you know, i could talk for the rest of the debate—i know i don’t have the time to do that. but just briefly, the clinton foundation made it possible for 11 million people around the world with hiv-aids to afford treatment, and that’s about half of all the people in the world who are getting treatment. in partnership with the american health association…"
clinton-trump,3,moderator,wallace,186,secretary clinton…
clinton-trump,3,democrat,hillary clinton,187,"… we have made environments in schools healthier for kids, including healthier lunches…"
clinton-trump,3,moderator,wallace,188,"secretary clinton, respectfully, this is—this is an open discussion."
clinton-trump,3,democrat,hillary clinton,189,"well, it is an open discussion. and you…"
clinton-trump,3,moderator,wallace,190,and the specific question went to pay for play. do you want to talk about that?
clinton-trump,3,democrat,hillary clinton,191,"well, but there is no—but there is no evidence—but there is…[crosstalk]"
clinton-trump,3,republican,trump,192,i think that it’s been very well…
clinton-trump,3,moderator,wallace,193,let’s ask mr. trump.
clinton-trump,3,democrat,hillary clinton,194,there is a lot of evidence about the very good work…
clinton-trump,3,republican,trump,195,it’s been very well studied.
clinton-trump,3,democrat,hillary clinton,196,… and the high rankings…[crosstalk]
clinton-trump,3,moderator,wallace,197,please let mr. trump speak.
clinton-trump,3,republican,trump,198,"… and it’s a criminal enterprise, and so many people know it."
clinton-trump,3,moderator,wallace,199,please let mr. trump speak. [crosstalk]
clinton-trump,3,republican,trump,200,"it’s a criminal enterprise. saudi arabia giving $25 million, qatar, all of these countries. you talk about women and women’s rights? so these are people that push gays off business—off buildings. these are people that kill women and treat women horribly. and yet you take their money. so i’d like to ask you right now, why don’t you give back the money that you’ve taken from certain countries that treat certain groups of people so horribly? why don’t you give back the money? i think it would be a great gesture. because she takes a tremendous amount of money. and you take a look at the people of haiti. i was at a little haiti the other day in florida. and i want to tell you, they hate the clintons, because what’s happened in haiti with the clinton foundation is a disgrace. and you know it, and they know it, and everybody knows it."
clinton-trump,3,moderator,wallace,201,secretary clinton?
clinton-trump,3,democrat,hillary clinton,202,"well, very quickly, we at the clinton foundation spend 90 percent—90 percent of all the money that is donated on behalf of programs of people around the world and in our own country. i’m very proud of that. we have the highest rating from the watchdogs that follow foundations. and i’d be happy to compare what we do with the trump foundation, which took money from other people and bought a six-foot portrait of donald. i mean, who does that? it just was astonishing. but when it comes to haiti, haiti is the poorest country in our hemisphere. the earthquake and the hurricanes, it has devastated haiti. bill and i have been involved in trying to help haiti for many years. the clinton foundation raised $30 million to help haiti after the catastrophic earthquake and all of the terrible problems the people there had. we have done things to help small businesses, agriculture, and so much else. and we’re going to keep working to help haiti…"
clinton-trump,3,moderator,wallace,203,all right.
clinton-trump,3,democrat,hillary clinton,204,… because it’s an important part of the american experience.
clinton-trump,3,republican,trump,205,they don’t want you to help them anymore. [crosstalk]
clinton-trump,3,republican,trump,206,"i’d like to mention one thing. trump foundation, small foundation. people contribute, i contribute. the money goes 100 percent—100 percent goes to different charities, including a lot of military. i don’t get anything. i don’t buy boats. i don’t buy planes. what happens—the money goes to them."
clinton-trump,3,moderator,wallace,207,"wasn’t some of the money used to settle your lawsuits, sir?"
clinton-trump,3,republican,trump,208,"no, it was—we put up the american flag. and that’s it. they put up the american flag. we fought for the right in palm beach to put up the american flag."
clinton-trump,3,moderator,wallace,209,"right. but there was a penalty that was imposed by palm beach county, and the money came from your foundation…"
clinton-trump,3,republican,trump,210,"there was. there was. and, by the way…"
clinton-trump,3,moderator,wallace,211,"… instead of mar-a-lago or yourself, sir."
clinton-trump,3,republican,trump,212,"… the money—the money went to fisher house, where they build houses—the money that you’re talking about went to fisher house, where they build houses for veterans and disabled vets."
clinton-trump,3,moderator,wallace,213,i want to get into one…
clinton-trump,3,democrat,hillary clinton,214,"but, of course, there’s no way we can know whether any of that is true, because he hasn’t released his tax returns. he is the first candidate ever to run for president in the last 40-plus years who has not released his tax returns, so everything he says about charity or anything else, we can’t prove it. you can look at our tax returns. we’ve got them all out there. but what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax. and we were talking about immigrants a few minutes ago, chris. you know, half of all immigrants—undocumented immigrants in our country—actually pay federal income tax. so we have undocumented immigrants in america who are paying more federal income tax than a billionaire. i find that just astonishing."
clinton-trump,3,moderator,wallace,215,i want…
clinton-trump,3,republican,trump,216,"so let me just tell you very quickly, we’re entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it. and all of her donors—just about all of them—i know buffett took hundreds of millions of dollars, soros, george soros, took hundreds of millions of dollars…"
clinton-trump,3,moderator,wallace,217,we…
